2023-06-22 04:31:14,408 INFO    StreamThr :646992 [internal.py:wandb_internal():86] W&B internal server running at pid: 646992, started at: 2023-06-22 04:31:14.407825
2023-06-22 04:31:14,410 DEBUG   HandlerThread:646992 [handler.py:handle_request():144] handle_request: status
2023-06-22 04:31:14,412 INFO    WriterThread:646992 [datastore.py:open_for_write():85] open: /home/andrea/Documenti/Computer Science/Natural Language Procesing/nlp2023-hw2/wandb/run-20230622_043114-io0u9h71/run-io0u9h71.wandb
2023-06-22 04:31:14,413 DEBUG   SenderThread:646992 [sender.py:send():375] send: header
2023-06-22 04:31:14,413 DEBUG   SenderThread:646992 [sender.py:send():375] send: run
2023-06-22 04:31:14,835 INFO    SenderThread:646992 [dir_watcher.py:__init__():219] watching files in: /home/andrea/Documenti/Computer Science/Natural Language Procesing/nlp2023-hw2/wandb/run-20230622_043114-io0u9h71/files
2023-06-22 04:31:14,835 INFO    SenderThread:646992 [sender.py:_start_run_threads():1124] run started: io0u9h71 with start time 1687401074.407089
2023-06-22 04:31:14,835 DEBUG   SenderThread:646992 [sender.py:send_request():402] send_request: summary_record
2023-06-22 04:31:14,835 DEBUG   HandlerThread:646992 [handler.py:handle_request():144] handle_request: check_version
2023-06-22 04:31:14,835 INFO    SenderThread:646992 [sender.py:_save_file():1378] saving file wandb-summary.json with policy end
2023-06-22 04:31:14,836 DEBUG   SenderThread:646992 [sender.py:send_request():402] send_request: check_version
2023-06-22 04:31:14,940 DEBUG   HandlerThread:646992 [handler.py:handle_request():144] handle_request: run_start
2023-06-22 04:31:14,944 DEBUG   HandlerThread:646992 [system_info.py:__init__():31] System info init
2023-06-22 04:31:14,944 DEBUG   HandlerThread:646992 [system_info.py:__init__():46] System info init done
2023-06-22 04:31:14,944 INFO    HandlerThread:646992 [system_monitor.py:start():181] Starting system monitor
2023-06-22 04:31:14,945 INFO    HandlerThread:646992 [system_monitor.py:probe():201] Collecting system info
2023-06-22 04:31:14,945 INFO    SystemMonitor:646992 [system_monitor.py:_start():145] Starting system asset monitoring threads
2023-06-22 04:31:14,946 INFO    SystemMonitor:646992 [interfaces.py:start():190] Started cpu monitoring
2023-06-22 04:31:14,946 INFO    SystemMonitor:646992 [interfaces.py:start():190] Started disk monitoring
2023-06-22 04:31:14,947 INFO    SystemMonitor:646992 [interfaces.py:start():190] Started gpu monitoring
2023-06-22 04:31:14,948 INFO    SystemMonitor:646992 [interfaces.py:start():190] Started memory monitoring
2023-06-22 04:31:14,950 INFO    SystemMonitor:646992 [interfaces.py:start():190] Started network monitoring
2023-06-22 04:31:14,973 DEBUG   HandlerThread:646992 [system_info.py:probe():195] Probing system
2023-06-22 04:31:14,974 DEBUG   HandlerThread:646992 [system_info.py:_probe_git():180] Probing git
2023-06-22 04:31:14,978 DEBUG   HandlerThread:646992 [system_info.py:_probe_git():188] Probing git done
2023-06-22 04:31:14,978 DEBUG   HandlerThread:646992 [system_info.py:probe():240] Probing system done
2023-06-22 04:31:14,978 DEBUG   HandlerThread:646992 [system_monitor.py:probe():210] {'os': 'Linux-5.15.0-75-generic-x86_64-with-glibc2.35', 'python': '3.10.10', 'heartbeatAt': '2023-06-22T02:31:14.973385', 'startedAt': '2023-06-22T02:31:14.401654', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': '/home/andrea/Documents/Computer Science/Natural Language Procesing/nlp2023-hw2/train_model.py', 'git': {'remote': 'https://github.com/SapienzaNLP/nlp2023-hw2.git', 'commit': 'e09072800dbc48addb060d7e09ea96728343636f'}, 'email': 'sanchietti.1883210@studenti.uniroma1.it', 'root': '/home/andrea/Documenti/Computer Science/Natural Language Procesing/nlp2023-hw2', 'host': 'andrea-Pc', 'username': 'andrea', 'executable': '/home/andrea/miniconda3/envs/cla-transformer/bin/python', 'cpu_count': 12, 'cpu_count_logical': 20, 'cpu_freq': {'current': 2220.0, 'min': 800.0, 'max': 4580.0}, 'cpu_freq_per_core': [{'current': 2100.0, 'min': 800.0, 'max': 4800.0}, {'current': 2100.0, 'min': 800.0, 'max': 4800.0}, {'current': 2100.0, 'min': 800.0, 'max': 4800.0}, {'current': 2100.0, 'min': 800.0, 'max': 4800.0}, {'current': 2100.0, 'min': 800.0, 'max': 4800.0}, {'current': 2100.0, 'min': 800.0, 'max': 4800.0}, {'current': 2100.0, 'min': 800.0, 'max': 4800.0}, {'current': 2100.0, 'min': 800.0, 'max': 4800.0}, {'current': 4500.0, 'min': 800.0, 'max': 4900.0}, {'current': 2100.0, 'min': 800.0, 'max': 4900.0}, {'current': 2100.0, 'min': 800.0, 'max': 4900.0}, {'current': 2100.0, 'min': 800.0, 'max': 4900.0}, {'current': 2100.0, 'min': 800.0, 'max': 4800.0}, {'current': 2100.0, 'min': 800.0, 'max': 4800.0}, {'current': 2100.0, 'min': 800.0, 'max': 4800.0}, {'current': 2100.0, 'min': 800.0, 'max': 4800.0}, {'current': 2100.0, 'min': 800.0, 'max': 3600.0}, {'current': 2100.0, 'min': 800.0, 'max': 3600.0}, {'current': 2100.0, 'min': 800.0, 'max': 3600.0}, {'current': 2100.0, 'min': 800.0, 'max': 3600.0}], 'disk': {'total': 250.59968948364258, 'used': 182.58671188354492}, 'gpu': 'NVIDIA GeForce RTX 3090', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA GeForce RTX 3090', 'memory_total': 25769803776}], 'memory': {'total': 31.15399169921875}}
2023-06-22 04:31:14,978 INFO    HandlerThread:646992 [system_monitor.py:probe():211] Finished collecting system info
2023-06-22 04:31:14,978 INFO    HandlerThread:646992 [system_monitor.py:probe():214] Publishing system info
2023-06-22 04:31:14,978 DEBUG   HandlerThread:646992 [system_info.py:_save_pip():51] Saving list of pip packages installed into the current environment
2023-06-22 04:31:14,979 DEBUG   HandlerThread:646992 [system_info.py:_save_pip():67] Saving pip packages done
2023-06-22 04:31:14,979 DEBUG   HandlerThread:646992 [system_info.py:_save_conda():74] Saving list of conda packages installed into the current environment
2023-06-22 04:31:15,771 DEBUG   HandlerThread:646992 [system_info.py:_save_conda():86] Saving conda packages done
2023-06-22 04:31:15,772 INFO    HandlerThread:646992 [system_monitor.py:probe():216] Finished publishing system info
2023-06-22 04:31:15,774 DEBUG   SenderThread:646992 [sender.py:send():375] send: files
2023-06-22 04:31:15,774 INFO    SenderThread:646992 [sender.py:_save_file():1378] saving file wandb-metadata.json with policy now
2023-06-22 04:31:15,779 DEBUG   HandlerThread:646992 [handler.py:handle_request():144] handle_request: stop_status
2023-06-22 04:31:15,779 DEBUG   SenderThread:646992 [sender.py:send_request():402] send_request: stop_status
2023-06-22 04:31:15,837 INFO    Thread-17 :646992 [dir_watcher.py:_on_file_created():278] file/dir created: /home/andrea/Documenti/Computer Science/Natural Language Procesing/nlp2023-hw2/wandb/run-20230622_043114-io0u9h71/files/conda-environment.yaml
2023-06-22 04:31:15,838 INFO    Thread-17 :646992 [dir_watcher.py:_on_file_created():278] file/dir created: /home/andrea/Documenti/Computer Science/Natural Language Procesing/nlp2023-hw2/wandb/run-20230622_043114-io0u9h71/files/requirements.txt
2023-06-22 04:31:15,838 INFO    Thread-17 :646992 [dir_watcher.py:_on_file_created():278] file/dir created: /home/andrea/Documenti/Computer Science/Natural Language Procesing/nlp2023-hw2/wandb/run-20230622_043114-io0u9h71/files/wandb-metadata.json
2023-06-22 04:31:15,838 INFO    Thread-17 :646992 [dir_watcher.py:_on_file_created():278] file/dir created: /home/andrea/Documenti/Computer Science/Natural Language Procesing/nlp2023-hw2/wandb/run-20230622_043114-io0u9h71/files/wandb-summary.json
2023-06-22 04:31:15,985 DEBUG   SenderThread:646992 [sender.py:send():375] send: telemetry
2023-06-22 04:31:16,303 INFO    wandb-upload_0:646992 [upload_job.py:push():137] Uploaded file /tmp/tmpajah980lwandb/s8b4l4j1-wandb-metadata.json
2023-06-22 04:31:16,835 INFO    Thread-17 :646992 [dir_watcher.py:_on_file_created():278] file/dir created: /home/andrea/Documenti/Computer Science/Natural Language Procesing/nlp2023-hw2/wandb/run-20230622_043114-io0u9h71/files/output.log
2023-06-22 04:31:18,836 INFO    Thread-17 :646992 [dir_watcher.py:_on_file_modified():295] file/dir modified: /home/andrea/Documenti/Computer Science/Natural Language Procesing/nlp2023-hw2/wandb/run-20230622_043114-io0u9h71/files/output.log
2023-06-22 04:31:19,836 INFO    Thread-17 :646992 [dir_watcher.py:_on_file_modified():295] file/dir modified: /home/andrea/Documenti/Computer Science/Natural Language Procesing/nlp2023-hw2/wandb/run-20230622_043114-io0u9h71/files/output.log
2023-06-22 04:31:19,963 DEBUG   HandlerThread:646992 [handler.py:handle_request():144] handle_request: status_report
2023-06-22 04:31:20,836 INFO    Thread-17 :646992 [dir_watcher.py:_on_file_modified():295] file/dir modified: /home/andrea/Documenti/Computer Science/Natural Language Procesing/nlp2023-hw2/wandb/run-20230622_043114-io0u9h71/files/output.log
2023-06-22 04:31:21,836 INFO    Thread-17 :646992 [dir_watcher.py:_on_file_modified():295] file/dir modified: /home/andrea/Documenti/Computer Science/Natural Language Procesing/nlp2023-hw2/wandb/run-20230622_043114-io0u9h71/files/output.log
2023-06-22 04:31:24,963 DEBUG   HandlerThread:646992 [handler.py:handle_request():144] handle_request: status_report
2023-06-22 04:31:29,964 DEBUG   HandlerThread:646992 [handler.py:handle_request():144] handle_request: status_report
2023-06-22 04:31:30,779 DEBUG   HandlerThread:646992 [handler.py:handle_request():144] handle_request: stop_status
2023-06-22 04:31:30,779 DEBUG   SenderThread:646992 [sender.py:send_request():402] send_request: stop_status
2023-06-22 04:31:35,940 DEBUG   HandlerThread:646992 [handler.py:handle_request():144] handle_request: status_report
2023-06-22 04:31:40,941 DEBUG   HandlerThread:646992 [handler.py:handle_request():144] handle_request: status_report
2023-06-22 04:31:45,779 DEBUG   HandlerThread:646992 [handler.py:handle_request():144] handle_request: stop_status
2023-06-22 04:31:45,780 DEBUG   SenderThread:646992 [sender.py:send_request():402] send_request: stop_status
2023-06-22 04:31:46,940 DEBUG   HandlerThread:646992 [handler.py:handle_request():144] handle_request: status_report
2023-06-22 04:31:47,844 INFO    Thread-17 :646992 [dir_watcher.py:_on_file_modified():295] file/dir modified: /home/andrea/Documenti/Computer Science/Natural Language Procesing/nlp2023-hw2/wandb/run-20230622_043114-io0u9h71/files/config.yaml
2023-06-22 04:31:52,145 DEBUG   HandlerThread:646992 [handler.py:handle_request():144] handle_request: status_report
2023-06-22 04:31:57,146 DEBUG   HandlerThread:646992 [handler.py:handle_request():144] handle_request: status_report
2023-06-22 04:32:00,780 DEBUG   HandlerThread:646992 [handler.py:handle_request():144] handle_request: stop_status
2023-06-22 04:32:00,780 DEBUG   SenderThread:646992 [sender.py:send_request():402] send_request: stop_status
2023-06-22 04:32:02,927 DEBUG   HandlerThread:646992 [handler.py:handle_request():144] handle_request: status_report
2023-06-22 04:32:07,928 DEBUG   HandlerThread:646992 [handler.py:handle_request():144] handle_request: status_report
2023-06-22 04:32:12,929 DEBUG   HandlerThread:646992 [handler.py:handle_request():144] handle_request: status_report
2023-06-22 04:32:14,950 DEBUG   SystemMonitor:646992 [system_monitor.py:_start():159] Starting system metrics aggregation loop
2023-06-22 04:32:14,951 DEBUG   SenderThread:646992 [sender.py:send():375] send: stats
